locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMANJED_02298	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
JKMANJED_02299	CDS	1833				hypothetical protein
JKMANJED_02300	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
JKMANJED_02301	CDS	495				hypothetical protein
JKMANJED_02302	CDS	456				hypothetical protein
JKMANJED_02303	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
JKMANJED_02304	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JKMANJED_02305	CDS	1479				hypothetical protein
JKMANJED_02306	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
JKMANJED_02307	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
JKMANJED_02308	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
JKMANJED_02309	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JKMANJED_02310	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
JKMANJED_02311	CDS	894				Epimerase family protein
JKMANJED_02312	CDS	891				ISNCY family transposase ISSen7
JKMANJED_02313	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
JKMANJED_02314	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
JKMANJED_02315	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
JKMANJED_02316	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
JKMANJED_02317	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
JKMANJED_02318	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
JKMANJED_02319	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JKMANJED_02320	CDS	489	cvpA		COG1286	Colicin V production protein
JKMANJED_02321	CDS	663	dedD			Cell division protein DedD
JKMANJED_02322	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
JKMANJED_02323	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JKMANJED_02324	CDS	660	dedA		COG0586	Protein DedA
JKMANJED_02325	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JKMANJED_02326	CDS	1014	usg		COG0136	USG-1 protein
JKMANJED_02327	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
JKMANJED_02328	CDS	996	flk			Flagellar regulator flk
JKMANJED_02329	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
JKMANJED_02330	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
JKMANJED_02331	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JKMANJED_02332	CDS	279				hypothetical protein
JKMANJED_02333	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
JKMANJED_02334	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
JKMANJED_02335	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
JKMANJED_02336	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
JKMANJED_02337	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
JKMANJED_02338	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
JKMANJED_02339	CDS	822	yfcO			putative protein YfcO
JKMANJED_02340	CDS	540	yfcP			putative fimbrial-like protein YfcP
JKMANJED_02341	CDS	489	yfcQ			putative fimbrial-like protein YfcQ
JKMANJED_02342	CDS	513	yfcR			putative fimbrial-like protein YfcR
JKMANJED_02343	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
JKMANJED_02344	CDS	897	papC_2		COG3188	Outer membrane usher protein PapC
JKMANJED_02345	CDS	1737	papC_3		COG3188	Outer membrane usher protein PapC
JKMANJED_02346	CDS	564	yfcV			putative fimbrial-like protein YfcV
JKMANJED_02347	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
JKMANJED_02348	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JKMANJED_02349	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
JKMANJED_02350	CDS	285				hypothetical protein
JKMANJED_02351	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
JKMANJED_02352	CDS	1059				hypothetical protein
JKMANJED_02353	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
JKMANJED_02354	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
JKMANJED_02355	tRNA	75				tRNA-Arg(cct)
JKMANJED_02356	CDS	1158	intS_1		COG0582	Prophage integrase IntS
JKMANJED_02357	CDS	921	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
JKMANJED_02358	CDS	1332				hypothetical protein
JKMANJED_02359	CDS	303	tfaE_4			Prophage tail fiber assembly protein TfaE
JKMANJED_02360	CDS	441				hypothetical protein
JKMANJED_02361	CDS	603				hypothetical protein
JKMANJED_02362	CDS	276				hypothetical protein
JKMANJED_02363	CDS	495				hypothetical protein
JKMANJED_02364	CDS	369				hypothetical protein
JKMANJED_02365	CDS	363				hypothetical protein
JKMANJED_02366	CDS	825				hypothetical protein
JKMANJED_02367	CDS	537				hypothetical protein
JKMANJED_02368	CDS	363				hypothetical protein
JKMANJED_02369	CDS	306				hypothetical protein
JKMANJED_02370	CDS	201	torI			Response regulator inhibitor for tor operon
JKMANJED_02371	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
JKMANJED_02372	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
JKMANJED_02373	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
JKMANJED_02374	CDS	1539	emrY			putative multidrug resistance protein EmrY
JKMANJED_02375	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
JKMANJED_02376	CDS	615	evgA			DNA-binding transcriptional activator EvgA
JKMANJED_02377	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
JKMANJED_02378	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JKMANJED_02379	CDS	945				hypothetical protein
JKMANJED_02380	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
JKMANJED_02381	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
JKMANJED_02382	CDS	636	yfdX			Protein YfdX
JKMANJED_02383	CDS	276				hypothetical protein
JKMANJED_02384	CDS	243				hypothetical protein
JKMANJED_02385	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
JKMANJED_02386	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
JKMANJED_02387	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
JKMANJED_02388	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
JKMANJED_02389	CDS	858	rhaR_3			HTH-type transcriptional activator RhaR
JKMANJED_02390	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
JKMANJED_02391	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
JKMANJED_02392	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JKMANJED_02393	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
JKMANJED_02394	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
JKMANJED_02395	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
JKMANJED_02396	CDS	1257	yfeO			Putative ion-transport protein YfeO
JKMANJED_02397	CDS	327				hypothetical protein
JKMANJED_02398	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
JKMANJED_02399	CDS	1203	nupC		COG1972	Nucleoside permease NupC
JKMANJED_02400	CDS	1113			COG3385	IS4 family transposase IS421
JKMANJED_02401	CDS	141				hypothetical protein
JKMANJED_02402	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
JKMANJED_02403	tRNA	76				tRNA-Ala(ggc)
JKMANJED_02404	tRNA	76				tRNA-Ala(ggc)
JKMANJED_02405	CDS	360				hypothetical protein
JKMANJED_02406	CDS	372				hypothetical protein
JKMANJED_02407	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JKMANJED_02408	tRNA	76				tRNA-Val(tac)
JKMANJED_02409	tRNA	76				tRNA-Val(tac)
JKMANJED_02410	tRNA	76				tRNA-Val(tac)
JKMANJED_02411	tRNA	76				tRNA-Lys(ttt)
JKMANJED_02412	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
JKMANJED_02413	CDS	1257	xapB			Xanthosine permease
JKMANJED_02414	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
JKMANJED_02415	CDS	765				hypothetical protein
JKMANJED_02416	CDS	927	cynR_2			HTH-type transcriptional regulator CynR
JKMANJED_02417	CDS	999				hypothetical protein
JKMANJED_02418	CDS	219				hypothetical protein
JKMANJED_02419	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
JKMANJED_02420	CDS	987	zipA		COG3115	Cell division protein ZipA
JKMANJED_02421	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
JKMANJED_02422	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
JKMANJED_02423	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
JKMANJED_02424	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JKMANJED_02425	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
JKMANJED_02426	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
JKMANJED_02427	CDS	375				hypothetical protein
JKMANJED_02428	CDS	735				hypothetical protein
JKMANJED_02429	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
JKMANJED_02430	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JKMANJED_02431	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
JKMANJED_02432	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
JKMANJED_02433	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
JKMANJED_02434	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
JKMANJED_02435	CDS	858	murR_1		COG1737	HTH-type transcriptional regulator MurR
JKMANJED_02436	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JKMANJED_02437	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
JKMANJED_02438	CDS	1305	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
JKMANJED_02439	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
JKMANJED_02440	CDS	576	yfeY			putative protein YfeY
JKMANJED_02441	CDS	450	yfeZ			Inner membrane protein YfeZ
JKMANJED_02442	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
JKMANJED_02443	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
JKMANJED_02444	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
JKMANJED_02445	CDS	1053				hypothetical protein
JKMANJED_02446	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
JKMANJED_02447	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
JKMANJED_02448	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JKMANJED_02449	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JKMANJED_02450	CDS	1209	intS_2		COG0582	Prophage integrase IntS
JKMANJED_02451	CDS	528				hypothetical protein
JKMANJED_02452	CDS	243				hypothetical protein
JKMANJED_02453	CDS	369				hypothetical protein
JKMANJED_02454	CDS	417				hypothetical protein
JKMANJED_02455	CDS	594				hypothetical protein
JKMANJED_02456	CDS	378				hypothetical protein
JKMANJED_02457	CDS	393				hypothetical protein
JKMANJED_02458	CDS	810				hypothetical protein
JKMANJED_02459	CDS	1404				hypothetical protein
JKMANJED_02460	CDS	1227				hypothetical protein
JKMANJED_02461	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
JKMANJED_02462	CDS	837	ftsA_2			Cell division protein FtsA
JKMANJED_02463	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
JKMANJED_02464	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
JKMANJED_02465	CDS	294	eutM		COG4577	Ethanolamine utilization protein EutM
JKMANJED_02466	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
JKMANJED_02467	CDS	804				hypothetical protein
JKMANJED_02468	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
JKMANJED_02469	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
JKMANJED_02470	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
JKMANJED_02471	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
JKMANJED_02472	CDS	951	tal	2.2.1.2		Transaldolase
JKMANJED_02473	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
JKMANJED_02474	CDS	1044				hypothetical protein
JKMANJED_02475	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
JKMANJED_02476	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
JKMANJED_02477	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
JKMANJED_02478	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
JKMANJED_02479	CDS	357	yffB		COG1393	Protein YffB
JKMANJED_02480	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
JKMANJED_02481	CDS	201				hypothetical protein
JKMANJED_02482	CDS	699				hypothetical protein
JKMANJED_02483	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
JKMANJED_02484	CDS	864			COG2321	putative protein
JKMANJED_02485	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JKMANJED_02486	CDS	231				hypothetical protein
JKMANJED_02487	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
JKMANJED_02488	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JKMANJED_02489	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
JKMANJED_02490	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
JKMANJED_02491	CDS	618	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
JKMANJED_02492	CDS	2019	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
JKMANJED_02493	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
JKMANJED_02494	CDS	1440	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JKMANJED_02495	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
JKMANJED_02496	CDS	1581	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JKMANJED_02497	CDS	1668	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
JKMANJED_02498	CDS	546	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JKMANJED_02499	CDS	759	hycG_1		COG3260	Formate hydrogenlyase subunit 7
JKMANJED_02500	CDS	414				hypothetical protein
JKMANJED_02501	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
JKMANJED_02502	CDS	849	focB		COG2116	putative formate transporter 2
JKMANJED_02503	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
JKMANJED_02504	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
JKMANJED_02505	CDS	360	yfgD		COG1393	putative protein YfgD
JKMANJED_02506	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
JKMANJED_02507	CDS	1290	uraA		COG2233	Uracil permease
JKMANJED_02508	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
JKMANJED_02509	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JKMANJED_02510	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JKMANJED_02511	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
JKMANJED_02512	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
JKMANJED_02513	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
JKMANJED_02514	CDS	153				hypothetical protein
JKMANJED_02515	CDS	174	yfgG			Protein YfgG
JKMANJED_02516	CDS	516				hypothetical protein
JKMANJED_02517	CDS	540				hypothetical protein
JKMANJED_02518	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JKMANJED_02519	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JKMANJED_02520	CDS	1371	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JKMANJED_02521	CDS	216	yfgJ			putative protein YfgJ
JKMANJED_02522	CDS	1473	der		COG1160	GTPase Der
JKMANJED_02523	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
JKMANJED_02524	CDS	621				hypothetical protein
JKMANJED_02525	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
JKMANJED_02526	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JKMANJED_02527	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
JKMANJED_02528	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JKMANJED_02529	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JKMANJED_02530	CDS	2274	pbpC		COG4953	Penicillin-binding protein 1C
JKMANJED_02531	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
JKMANJED_02532	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
JKMANJED_02533	CDS	777				hypothetical protein
JKMANJED_02534	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
JKMANJED_02535	CDS	201	iscX		COG2975	Protein IscX
JKMANJED_02536	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
JKMANJED_02537	CDS	1851	hscA		COG0443	Chaperone protein HscA
JKMANJED_02538	CDS	516	hscB		COG1076	Co-chaperone protein HscB
JKMANJED_02539	CDS	324	iscA		COG0316	Iron-binding protein IscA
JKMANJED_02540	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
JKMANJED_02541	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
JKMANJED_02542	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
JKMANJED_02543	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
JKMANJED_02544	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
JKMANJED_02545	CDS	855			COG1073	putative protein
JKMANJED_02546	CDS	1281				hypothetical protein
JKMANJED_02547	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
JKMANJED_02548	CDS	891	hcaR_3			Hca operon transcriptional activator HcaR
JKMANJED_02549	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
JKMANJED_02550	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
JKMANJED_02551	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
JKMANJED_02552	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JKMANJED_02553	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
JKMANJED_02554	CDS	423	yphA		COG2259	Inner membrane protein YphA
JKMANJED_02555	CDS	873	yphB		COG2017	putative protein YphB
JKMANJED_02556	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
JKMANJED_02557	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
JKMANJED_02558	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JKMANJED_02559	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
JKMANJED_02560	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
JKMANJED_02561	CDS	1194	mlc_2		COG1940	Protein mlc
JKMANJED_02562	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JKMANJED_02563	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
JKMANJED_02564	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
JKMANJED_02565	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
JKMANJED_02566	CDS	714	qseG			Quorum-sensing regulator protein G
JKMANJED_02567	CDS	1383	glrK	2.7.13.3		Sensor histidine kinase GlrK
JKMANJED_02568	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
JKMANJED_02569	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
JKMANJED_02570	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
JKMANJED_02571	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
JKMANJED_02572	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
JKMANJED_02573	CDS	261	yfhL		COG1145	Ferredoxin YfhL
JKMANJED_02574	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
JKMANJED_02575	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
JKMANJED_02576	CDS	729	recO		COG1381	DNA repair protein RecO
JKMANJED_02577	CDS	906	era_2		COG1159	GTPase Era
JKMANJED_02578	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
JKMANJED_02579	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
JKMANJED_02580	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
JKMANJED_02581	CDS	480	rseC		COG3086	Protein RseC
JKMANJED_02582	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
JKMANJED_02583	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
JKMANJED_02584	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
JKMANJED_02585	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
JKMANJED_02586	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
JKMANJED_02587	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
JKMANJED_02588	CDS	882	cmpR			HTH-type transcriptional activator CmpR
JKMANJED_02589	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
JKMANJED_02590	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
JKMANJED_02591	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
JKMANJED_02592	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
JKMANJED_02593	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
JKMANJED_02594	CDS	699				hypothetical protein
JKMANJED_02595	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
JKMANJED_02596	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
JKMANJED_02597	CDS	273				hypothetical protein
JKMANJED_02598	CDS	1299	kgtP			Alpha-ketoglutarate permease
JKMANJED_02599	rRNA	111				5S ribosomal RNA
JKMANJED_02600	rRNA	2901				23S ribosomal RNA
JKMANJED_02601	tRNA	76				tRNA-Glu(ttc)
JKMANJED_02602	rRNA	1538				16S ribosomal RNA
JKMANJED_02603	CDS	2574	clpB		COG0542	Chaperone protein ClpB
JKMANJED_02604	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
JKMANJED_02605	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JKMANJED_02606	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
JKMANJED_02607	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
JKMANJED_02608	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
JKMANJED_02609	CDS	1122	tyrA		COG0287	T-protein
JKMANJED_02610	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
JKMANJED_02611	CDS	363				hypothetical protein
JKMANJED_02612	CDS	519				hypothetical protein
JKMANJED_02613	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
JKMANJED_02614	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
JKMANJED_02615	CDS	348	rplS		COG0335	50S ribosomal protein L19
JKMANJED_02616	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
JKMANJED_02617	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
JKMANJED_02618	CDS	249	rpsP		COG0228	30S ribosomal protein S16
